ID,Name,Type,Wiki,Chapter,Episode,Year,Note,Number,Appears in
Bongo,Bongo,Canon,https://onepiece.fandom.com/wiki/Bongo,928.0,0921,2018,His name was revealed in Chapter 940.,,
Bonk_Punch,Bonk Punch,Canon,https://onepiece.fandom.com/wiki/Bonk_Punch,1.0,0004,1997,His name was revealed in SBS Volume 101.,,
Bonney_(Non-Canon),Bonney (Non-Canon),TV special,https://onepiece.fandom.com/wiki/Bonney_(Non-Canon),,,2003,,2,"A Father's Huge, HUGE Dream"
Boo,Boo,Canon,https://onepiece.fandom.com/wiki/Boo,704.0,0632,2013,,,
Boo_Jack,Boo Jack,Movie,https://onepiece.fandom.com/wiki/Boo_Jack,,,2001,,2,Clockwork Island Adventure
Boo_Kong,Boo Kong,Movie,https://onepiece.fandom.com/wiki/Boo_Kong,,,2004,,5,The Cursed Holy Sword
Boodle,Boodle,Canon,https://onepiece.fandom.com/wiki/Boodle,12.0,0006,1997,,,
Boogie,Boogie,Canon,https://onepiece.fandom.com/wiki/Boogie,1038.0,1065,2022,His name was revealed in SBS Volume 102.,,
Boost,Boost,One-Shot,https://onepiece.fandom.com/wiki/Boost,,,2015,,,One Piece Card Battle Hobby Strongest Kizuna Boost
Borodo,Borodo,Movie,https://onepiece.fandom.com/wiki/Borodo,,,2001,,2,Clockwork Island Adventure
Boronoa_Boro,Boronoa Boro,Spin-Off,https://onepiece.fandom.com/wiki/Boronoa_Boro,,,2018,,02,Chin Piece
Borsalino,Borsalino,Canon,https://onepiece.fandom.com/wiki/Borsalino,504.0,0398,2008,He was first mentioned by Nico Robin in Chapter 319. His real name was revealed in Chapter 507. More commonly known by his alias Kizaru.,,
Bosao,Bosao,Novel,https://onepiece.fandom.com/wiki/Bosao,,,2017,,7,One Piece novel Straw Hat Stories
Boss,Boss,Filler,https://onepiece.fandom.com/wiki/Boss,,,2009,,426,Little East Blue Arc
Bounty_(Pirate),Bounty,Premier Show,https://onepiece.fandom.com/wiki/Bounty_(Pirate),,,2018,,10,One Piece Premier Show 2018
Braham,Braham,Canon,https://onepiece.fandom.com/wiki/Braham,249.0,0163,2002,His name was revealed by Wyper in Chapter 251.,,
Bran,Bran,One-Shot,https://onepiece.fandom.com/wiki/Bran,,,1993,,,God's Gift for the Future
Brannew,Brannew,Canon,https://onepiece.fandom.com/wiki/Brannew,96.0,0045,1999,,,
Bravo,Bravo,Game,https://onepiece.fandom.com/wiki/Bravo,,,2003,,,One Piece: Ocean's Dream!
Breed,Breed,Filler,https://onepiece.fandom.com/wiki/Breed,,,2013,,625,Caesar Retrieval Arc
Brew,Brew,Canon,https://onepiece.fandom.com/wiki/Brew,561.0,0470,2009,His name was revealed in the Green databook.,,
Brief,Brief,Movie,https://onepiece.fandom.com/wiki/Brief,,,2005,,6,Baron Omatsuri and the Secret Island
Brigga,Brigga,Game,https://onepiece.fandom.com/wiki/Brigga,,,2023,,,One Piece Odyssey
Brindo,Brindo,Filler,https://onepiece.fandom.com/wiki/Brindo,,,2007,,326,Ice Hunter Arc
Briscola,Briscola,Canon,https://onepiece.fandom.com/wiki/Briscola,993.0,0982,2020,,,
Brocca,Brocca,Canon,https://onepiece.fandom.com/wiki/Brocca,561.0,0470,2009,Her name was revealed in the Green databook.,,
Brogy,Brogy,Canon,https://onepiece.fandom.com/wiki/Brogy,115.0,0071,2000,,,
Brontosaurus,Brontosaurus,Canon,https://onepiece.fandom.com/wiki/Brontosaurus,115.0,,1999,,,
Brook,Brook,Canon,https://onepiece.fandom.com/wiki/Brook,442.0,0337,2007,,,
Bubblegum,Bubblegum,Canon,https://onepiece.fandom.com/wiki/Bubblegum,1029.0,1054,2021,His name was revealed in SBS Volume 102.,,
Buche,Buche,Canon,https://onepiece.fandom.com/wiki/Buche,880.0,0852,2017,,,
Buchi,Buchi,Canon,https://onepiece.fandom.com/wiki/Buchi,31.0,0013,1999,,,
Buckingham_Stussy,Buckingham Stussy,Canon,https://onepiece.fandom.com/wiki/Buckingham_Stussy,802.0,0752,2015,She was first introduced as Miss Buckin. Her full name was revealed in Chapter 1072.,,
Buena_Festa,Buena Festa,Movie,https://onepiece.fandom.com/wiki/Buena_Festa,,,2019,,14,One Piece: Stampede
Buffalo,Buffalo,Canon,https://onepiece.fandom.com/wiki/Buffalo,692.0,0618,2012,He was first mentioned by Donquixote Doflamingo in Chapter 682.,,
Bufflo,Bufflo,Game,https://onepiece.fandom.com/wiki/Bufflo,,,2023,,,One Piece Odyssey
Buggy,Buggy,Canon,https://onepiece.fandom.com/wiki/Buggy,9.0,0004,1997,He was first mentioned by the Tightrope Walking Funan Bros in Chapter 8.,,
Buhichuck,Buhichuck,Canon,https://onepiece.fandom.com/wiki/Buhichuck,446.0,0340,2007,,,
Building_Snake,Building Snake,Canon,https://onepiece.fandom.com/wiki/Building_Snake,41.0,0004,1998,His name was revealed in SBS Volume 101.,,
Bulaniki,Bulaniki,Game,https://onepiece.fandom.com/wiki/Bulaniki,,,2023,,,One Piece Odyssey
Bulldog,Bulldog,Canon,https://onepiece.fandom.com/wiki/Bulldog,1099.0,1133,2023,,,
Bulmatte,Bulmatte,Game,https://onepiece.fandom.com/wiki/Bulmatte,,,2023,,,"One Piece Odyssey, Reunion of Memories"
Bulototo,Bulototo,Game,https://onepiece.fandom.com/wiki/Bulototo,,,2023,,,One Piece Odyssey
Bunbuku,Bunbuku,Canon,https://onepiece.fandom.com/wiki/Bunbuku,911.0,0894,2018,His name was revealed in SBS Volume 93.,,
Bungo,Bungo,Canon,https://onepiece.fandom.com/wiki/Bungo,928.0,0921,2018,His name was revealed in Chapter 940.,,
Bunny_Joe,Bunny Joe,Canon,https://onepiece.fandom.com/wiki/Bunny_Joe,546.0,0455,2009,His name was revealed in the Blue Deep databook.,,
Bushon,Bushon,Canon,https://onepiece.fandom.com/wiki/Bushon,361.0,0251,2005,His name was revealed in the Blue Deep databook.,,
Busshiri,Busshiri,Canon,https://onepiece.fandom.com/wiki/Busshiri,391.0,0275,2005,His name revealed in Color Walk 4.,,
Buzz,Buzz,Movie,https://onepiece.fandom.com/wiki/Buzz,,,2011,,11,One Piece 3D: Straw Hat Chase
Byojack,Byojack,TV Special,https://onepiece.fandom.com/wiki/Byojack,,,2014,,8,3D2Y
Byrnndi_World,Byrnndi World,TV Special,https://onepiece.fandom.com/wiki/Byrnndi_World,,,2014,,8,3D2Y
Byron,Byron,Canon,https://onepiece.fandom.com/wiki/Byron,501.0,0395,2008,,,
B%C3%BCrst,Bürst,Premier Show,https://onepiece.fandom.com/wiki/B%C3%BCrst,,,2015,,7,One Piece Premier Show 2015
CB_Gallant,CB Gallant,Canon,https://onepiece.fandom.com/wiki/CB_Gallant,966.0,0959,2020,His name was revealed in SBS Volume 96.,,
Cabaji,Cabaji,Canon,https://onepiece.fandom.com/wiki/Cabaji,9.0,0007,1997,His name was revealed in Chapter 15.,,
Caesar_Clown,Caesar Clown,Canon,https://onepiece.fandom.com/wiki/Caesar_Clown,658.0,0581,2012,His name was revealed in Chapter 663.,,
Caimanlady,Caimanlady,Canon,https://onepiece.fandom.com/wiki/Caimanlady,1004.0,1020,2021,Her name was revealed in Chapter 1005.,,
Cal,Cal,Game,https://onepiece.fandom.com/wiki/Cal,,,2002,,,One Piece: Treasure Wars
Camael,Camael,Movie,https://onepiece.fandom.com/wiki/Camael,,,2016,,13,One Piece Film: Gold
Camel,Camel,Canon,https://onepiece.fandom.com/wiki/Camel,695.0,0621,2013,Its name was revealed in SBS Volume 70.,,
Camel_Pirates#Crew_Members,Camel Pirates - Crew Members,Game,https://onepiece.fandom.com/wiki/Camel_Pirates#Crew_Members,,,2001,,,Legend of the Rainbow Island
Camie,Camie,Canon,https://onepiece.fandom.com/wiki/Camie,195.0,0385,2001,She was formally introduced in Chapter 490.,,
Campacino,Campacino,Filler,https://onepiece.fandom.com/wiki/Campacino,,,2007,,326,Ice Hunter Arc
Camus,Camus,Filler,https://onepiece.fandom.com/wiki/Camus,,,2002,,099,Arabasta Arc
Cancer,Cancer,Canon,https://onepiece.fandom.com/wiki/Cancer,96.0,0045,1999,His name was revealed in the Blue Deep databook.,,
Candre,Candre,Canon,https://onepiece.fandom.com/wiki/Candre,557.0,0466,2009,His name was revealed in SBS Volume 70.,,
Cands,Cands,Canon,https://onepiece.fandom.com/wiki/Cands,569.0,,2010,His name was revealed in the Green databook.,,
Candy,Candy,Canon,https://onepiece.fandom.com/wiki/Candy,510.0,,2010,His name was revealed in Vivre Card.,,
Capone_Bege,Capone Bege,Canon,https://onepiece.fandom.com/wiki/Capone_Bege,498.0,0392,2008,,,
Capone_Pez,Capone Pez,Canon,https://onepiece.fandom.com/wiki/Capone_Pez,834.0,0795,2016,,,
Capote,Capote,Canon,https://onepiece.fandom.com/wiki/Capote,306.0,0209,2004,,,
Captain_Kuso,Captain Kuso,Spin-Off,https://onepiece.fandom.com/wiki/Captain_Kuso,,,2019,,02,Chin Piece
Captain_Seven,Captain Seven,Movie,https://onepiece.fandom.com/wiki/Captain_Seven,,,2019,,14,One Piece: Stampede
Caramel,Caramel,Filler,https://onepiece.fandom.com/wiki/Caramel,,,2019,,895,Cidre Guild Arc
Caramel_Man_010,Caramel Man #10,One-Shot,https://onepiece.fandom.com/wiki/Caramel_Man_010,,,2005,,,Jump Super Stars (One-Shot)
Caramel_Man_011,Caramel Man #11,One-Shot,https://onepiece.fandom.com/wiki/Caramel_Man_011,,,2005,,,Jump Super Stars (One-Shot)
Caribou,Caribou,Canon,https://onepiece.fandom.com/wiki/Caribou,600.0,0519,2010,He was first mentioned by Demalo Black in Chapter 598.,,
Carina,Carina,TV Special,https://onepiece.fandom.com/wiki/Carina,,,2016,,11,Heart of Gold
Carmel,Carmel,Canon,https://onepiece.fandom.com/wiki/Carmel,866.0,0836,2017,Her name was first mentioned by Capone Bege in Chapter 859. She was first seen via a photograph in Chapter 861.,,
Carmen,Carmen,Filler,https://onepiece.fandom.com/wiki/Carmen,,,2000,,050,Loguetown Arc
Carne,Carne,Canon,https://onepiece.fandom.com/wiki/Carne,45.0,0021,1998,His name was revealed in Chapter 53.,,
Carol,Carol,Filler,https://onepiece.fandom.com/wiki/Carol,,,2000,,050,Loguetown Arc
Caroline,Caroline,Filler,https://onepiece.fandom.com/wiki/Caroline,,,2010,,454,Straw Hat's Separation Serial
Carpennya,Carpennya,Movie,https://onepiece.fandom.com/wiki/Carpennya,,,2022,,15,One Piece Film: Red
Carragan,Carragan,Game,https://onepiece.fandom.com/wiki/Carragan,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Carrot,Carrot,Canon,https://onepiece.fandom.com/wiki/Carrot,804.0,0753,2015,,,
Carta_(Non-Canon),Carta,Spin-Off,https://onepiece.fandom.com/wiki/Carta_(Non-Canon),,,2019,,10,Chin Piece
Cassandra,Cassandra,Novel,https://onepiece.fandom.com/wiki/Cassandra,,,2021,,5,One Piece novel HEROINES
Catacombo,Catacombo,Canon,https://onepiece.fandom.com/wiki/Catacombo,602.0,0522,2010,His name was revealed in the Blue Deep databook.,,
Catarina_Devon,Catarina Devon,Canon,https://onepiece.fandom.com/wiki/Catarina_Devon,575.0,0484,2010,She was first mentioned by Emporio Ivankov in Chapter 538.,,
Caucasusman,Caucasusman,Canon,https://onepiece.fandom.com/wiki/Caucasusman,993.0,1006,2020,His name was revealed in the Vivre Card databook.,,
Cavendish,Cavendish,Canon,https://onepiece.fandom.com/wiki/Cavendish,704.0,0632,2013,,,
Cello,Cello,Game,https://onepiece.fandom.com/wiki/Cello,,,2002,,,One Piece: Treasure Wars
Cerberus,Cerberus,Canon,https://onepiece.fandom.com/wiki/Cerberus,444.0,0339,2007,,,
Cerberus_(Sword),Cerberus,Canon,https://onepiece.fandom.com/wiki/Cerberus_(Sword),1137.0,,2025,Its name was revealed in Chapter 1138.,,
Cerriot,Cerriot,Live Performance,https://onepiece.fandom.com/wiki/Cerriot,,,2012,,,WANTED
Cezar,Cezar,Canon,https://onepiece.fandom.com/wiki/Cezar,823.0,0777,2016,His name was revealed in Vivre Card.,,
Chabo,Chabo,Canon,https://onepiece.fandom.com/wiki/Chabo,69.0,0031,1999,His name was revealed in Chapter 70.,,
Chadros_Higelyges,Chadros Higelyges,Canon,https://onepiece.fandom.com/wiki/Chadros_Higelyges,581.0,0490,2010,His real name was revealed in Vivre Card.,,
Chaka,Chaka,Canon,https://onepiece.fandom.com/wiki/Chaka,155.0,0091,2000,His name was revealed in Chapter 167.,,
Chameleone,Chameleone,Premier Show,https://onepiece.fandom.com/wiki/Chameleone,,,2012,,4,One Piece Premier Show 2012
Chao,Chao,Canon,https://onepiece.fandom.com/wiki/Chao,738.0,0671,2014,His name was revealed by another dwarf in Chapter 755.,,
Chap,Chap,Canon,https://onepiece.fandom.com/wiki/Chap,823.0,0777,2016,His name was revealed in Vivre Card.,,
Chappe,Chappe,Canon,https://onepiece.fandom.com/wiki/Chappe,668.0,0593,2012,,,
Charles,Charles,Game,https://onepiece.fandom.com/wiki/Charles,,,2019,,,One Piece: World Seeker
Charlos,Charlos,Canon,https://onepiece.fandom.com/wiki/Charlos,499.0,0393,2008,,,
Charlotte_Akimeg,Charlotte Akimeg,Canon,https://onepiece.fandom.com/wiki/Charlotte_Akimeg,894.0,0869,2018,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Allmeg,Charlotte Allmeg,Canon,https://onepiece.fandom.com/wiki/Charlotte_Allmeg,894.0,0869,2018,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Amande,Charlotte Amande,Canon,https://onepiece.fandom.com/wiki/Charlotte_Amande,827.0,0786,2016,Her name was revealed in Chapter 845.,,
Charlotte_Anana,Charlotte Anana,Canon,https://onepiece.fandom.com/wiki/Charlotte_Anana,845.0,0809,2016,,,
Charlotte_Angel,Charlotte Angel,Canon,https://onepiece.fandom.com/wiki/Charlotte_Angel,860.0,0830,2017,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Anglais,Charlotte Anglais,Canon,https://onepiece.fandom.com/wiki/Charlotte_Anglais,845.0,0809,2016,His name was revealed in Chapter 848.,,
Charlotte_Basans,Charlotte Basans,Canon,https://onepiece.fandom.com/wiki/Charlotte_Basans,862.0,0832,2017,His name was revealed in One Piece Magazine Vol.5.,,
Charlotte_Basskarte,Charlotte Basskarte,Canon,https://onepiece.fandom.com/wiki/Charlotte_Basskarte,860.0,0830,2017,"His name was first mentioned in Chapter 898, and he was identified by the captions of Episode 839.",,
Charlotte_Bavarois,Charlotte Bavarois,Canon,https://onepiece.fandom.com/wiki/Charlotte_Bavarois,888.0,0861,2017,,,
Charlotte_Brownie,Charlotte Brownie,Canon,https://onepiece.fandom.com/wiki/Charlotte_Brownie,845.0,0809,2018,,,
Charlotte_Broy%C3%A9,Charlotte Broyé,Canon,https://onepiece.fandom.com/wiki/Charlotte_Broy%C3%A9,864.0,0834,2017,Her name was revealed in the credits of Episode 835. Her full name was revealed in SBS Volume 90.,,
Charlotte_Br%C3%BBl%C3%A9e,Charlotte Brûlée,Canon,https://onepiece.fandom.com/wiki/Charlotte_Br%C3%BBl%C3%A9e,831.0,0791,2016,Real appearance was revealed in Chapter 832.,,
Charlotte_Cabaletta,Charlotte Cabaletta,Canon,https://onepiece.fandom.com/wiki/Charlotte_Cabaletta,845.0,0809,2016,His name was revealed in SBS Volume 85.,,
Charlotte_Cadenza,Charlotte Cadenza,Canon,https://onepiece.fandom.com/wiki/Charlotte_Cadenza,845.0,0809,2016,His name was revealed in SBS Volume 85.,,
Charlotte_Chiboust,Charlotte Chiboust,Canon,https://onepiece.fandom.com/wiki/Charlotte_Chiboust,894.0,0869,2018,His name was revealed in the credits of Episode 869.,,
Charlotte_Chiffon,Charlotte Chiffon,Canon,https://onepiece.fandom.com/wiki/Charlotte_Chiffon,825.0,0783,2016,Her name was revealed in Chapter 834.,,
Charlotte_Cinnamon,Charlotte Cinnamon,Canon,https://onepiece.fandom.com/wiki/Charlotte_Cinnamon,860.0,0828,2017,Her name was revealed in Chapter 892.,,
Charlotte_Citron,Charlotte Citron,Canon,https://onepiece.fandom.com/wiki/Charlotte_Citron,861.0,0828,2017,Her name was revealed in Chapter 892.,,
Charlotte_Compo,Charlotte Compo,Canon,https://onepiece.fandom.com/wiki/Charlotte_Compo,864.0,0834,2017,His name was revealed in Episode 846. His full name was revealed in One Piece Magazine Vol.5.,,
Charlotte_Compote,Charlotte Compote,Canon,https://onepiece.fandom.com/wiki/Charlotte_Compote,860.0,0830,2017,She was named in Chapter 861.,,
Charlotte_Cornstarch,Charlotte Cornstarch,Canon,https://onepiece.fandom.com/wiki/Charlotte_Cornstarch,865.0,0835,2017,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Counter,Charlotte Counter,Canon,https://onepiece.fandom.com/wiki/Charlotte_Counter,845.0,0809,2016,His name was revealed in SBS Volume 85.,,
Charlotte_Cracker,Charlotte Cracker,Canon,https://onepiece.fandom.com/wiki/Charlotte_Cracker,835.0,0796,2016,Real appearance revealed in Chapter 838.,,
Charlotte_Custard,Charlotte Custard,Canon,https://onepiece.fandom.com/wiki/Charlotte_Custard,862.0,0832,2017,Her full name was revealed in Episode 855.,,
Charlotte_Dacquoise,Charlotte Dacquoise,Canon,https://onepiece.fandom.com/wiki/Charlotte_Dacquoise,854.0,0822,2017,His name was revealed in the caption of Episode 834. His full name was revealed in SBS Volume 90.,,
Charlotte_Daifuku,Charlotte Daifuku,Canon,https://onepiece.fandom.com/wiki/Charlotte_Daifuku,861.0,0826,2017,,,
Charlotte_De-Chat,Charlotte De-Chat,Canon,https://onepiece.fandom.com/wiki/Charlotte_De-Chat,845.0,0809,2016,His name was revealed in One Piece Magazine Vol.5.,,
Charlotte_Decuplets,Charlotte Decuplets,Canon,https://onepiece.fandom.com/wiki/Charlotte_Decuplets,845.0,0809,2016,His name was revealed in SBS Volume 89.,,
Charlotte_Dolce_and_Drag%C3%A9e,Charlotte Dolce and Drag%C3%A9e,Canon,https://onepiece.fandom.com/wiki/Charlotte_Dolce_and_Drag%C3%A9e,845.0,0809,2016,,,
Charlotte_Dosmarche,Charlotte Dosmarche,Canon,https://onepiece.fandom.com/wiki/Charlotte_Dosmarche,861.0,0832,2017,"His name was first mentioned in Chapter 898, and he was identified by the credits of Episode 835.",,
Charlotte_Effil%C3%A9e,Charlotte Effilée,Canon,https://onepiece.fandom.com/wiki/Charlotte_Effil%C3%A9e,864.0,0834,2017,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Flampe,Charlotte Flampe,Canon,https://onepiece.fandom.com/wiki/Charlotte_Flampe,891.0,0865,2018,,,
Charlotte_Fuyumeg,Charlotte Fuyumeg,Canon,https://onepiece.fandom.com/wiki/Charlotte_Fuyumeg,894.0,0869,2018,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Gala,Charlotte Gala,Canon,https://onepiece.fandom.com/wiki/Charlotte_Gala,,,2017,His name was revealed in SBS Volume 85.,,
Charlotte_Galette,Charlotte Galette,Canon,https://onepiece.fandom.com/wiki/Charlotte_Galette,829.0,0789,2016,Her name was revealed in Chapter 843.,,
Charlotte_Hach%C3%A9e,Charlotte Hachée,Canon,https://onepiece.fandom.com/wiki/Charlotte_Hach%C3%A9e,871.0,,2017,She was officially introduced in One Piece Magazine Vol.4.,,
Charlotte_Harumeg,Charlotte Harumeg,Canon,https://onepiece.fandom.com/wiki/Charlotte_Harumeg,894.0,0869,2018,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_High-Fat,Charlotte High-Fat,Canon,https://onepiece.fandom.com/wiki/Charlotte_High-Fat,862.0,0832,2017,His name was revealed in the captions of Episode 841. His full name was revealed in One Piece Magazine Vol.5.,,
Charlotte_Joconde,Charlotte Joconde,Canon,https://onepiece.fandom.com/wiki/Charlotte_Joconde,894.0,0869,2018,,,
Charlotte_Joscarpone,Charlotte Joscarpone,Canon,https://onepiece.fandom.com/wiki/Charlotte_Joscarpone,845.0,0809,2017,Her name was revealed in SBS Volume 86 and Chapter 880.,,
Charlotte_Kanten,Charlotte Kanten,Canon,https://onepiece.fandom.com/wiki/Charlotte_Kanten,862.0,0839,2017,His name was revealed in the captions of Episode 839. His full name was revealed in One Piece Magazine Vol.5.,,
Charlotte_Katakuri,Charlotte Katakuri,Canon,https://onepiece.fandom.com/wiki/Charlotte_Katakuri,860.0,0825,2017,He was first mentioned by a Whole Cake Island resident in Chapter 843.,,
Charlotte_Kato,Charlotte Kato,Canon,https://onepiece.fandom.com/wiki/Charlotte_Kato,854.0,0822,2017,His name was revealed in the credits of Episode 843. His full name was revealed in SBS Volume 90.,,
Charlotte_Laurin,Charlotte Laurin,Canon,https://onepiece.fandom.com/wiki/Charlotte_Laurin,864.0,0834,2017,His name was revealed in the captions of Episode 834. His full name was revealed in One Piece Magazine Vol.5.,,
Charlotte_Linlin,Charlotte Linlin,Canon,https://onepiece.fandom.com/wiki/Charlotte_Linlin,651.0,0571,2012,She was first mentioned by Kid in Chapter 581. Her real name revealed by Pappag in Chapter 610.,,
Charlotte_Lola,Charlotte Lola,Canon,https://onepiece.fandom.com/wiki/Charlotte_Lola,476.0,0370,2007,Her full name was revealed in Vivre Card.,,
Charlotte_Maple,Charlotte Maple,Canon,https://onepiece.fandom.com/wiki/Charlotte_Maple,897.0,,2018,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Marble,Charlotte Marble,Canon,https://onepiece.fandom.com/wiki/Charlotte_Marble,894.0,0869,2018,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Marnier,Charlotte Marnier,Canon,https://onepiece.fandom.com/wiki/Charlotte_Marnier,861.0,0831,2017,Her name was revealed in the credits of Episode 834. Her full name was revealed in SBS Volume 90.,,
Charlotte_Mascarpone,Charlotte Mascarpone,Canon,https://onepiece.fandom.com/wiki/Charlotte_Mascarpone,845.0,0809,2017,His name was revealed in SBS Volume 86 and Chapter 880.,,
Charlotte_Mash,Charlotte Mash,Canon,https://onepiece.fandom.com/wiki/Charlotte_Mash,865.0,0834,2017,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Melise,Charlotte Melise,Canon,https://onepiece.fandom.com/wiki/Charlotte_Melise,854.0,,2017,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Mobile,Charlotte Mobile,Canon,https://onepiece.fandom.com/wiki/Charlotte_Mobile,862.0,0832,2017,His name was revealed in the credits of Episode 833. His full name was revealed in One Piece Magazine Vol.5.,,
Charlotte_Mond%C3%A9e,Charlotte Mondée,Canon,https://onepiece.fandom.com/wiki/Charlotte_Mond%C3%A9e,854.0,0822,2017,Her name was revealed in One Piece Magazine Vol.4.,,
Charlotte_Mont-d%27Or,Charlotte Mont-d'Or,Canon,https://onepiece.fandom.com/wiki/Charlotte_Mont-d%27Or,829.0,0789,2016,His name was fully revealed in Chapter 843.,,
