Name,Type,Chapter,Episode,Year,Note,Number,Appears in
Nitro,Canon,651.0,0571,2012,His name was revealed in Chapter 827. He was first identified in Chapter 850.,,
Nnke-kun,Canon,,,2003,Joke character. He first appeared in God's Gift for the Future. His name was revealed in the Blue databook. His first appearance in One Piece was in SBS Volume 31.,,
Noble Croc,Canon,831.0,0791,2016,His name was revealed by Tony Tony Chopper in Chapter 849.,,
Nodoi Wakan,Canon,948.0,0947,2019,His name was revealed in Vivre Card.,,
Noir,Premier Show,,,2017,,9,One Piece Premier Show 2017
Nojiko,Canon,70.0,0031,1999,,,
Noko,Filler,,,2005,,220,Ocean's Dream Arc
Nokokuwa Police,Canon,978.0,0982,2020,His name was revealed in the Vivre Card databook.,,
Nokotti,Canon,936.0,0932,2019,Her name was revealed in Vivre Card.,,
Nola,Canon,255.0,0168,2003,Her name was revealed in the Yellow databook databook.,,
Nora Gitsune,Canon,598.0,0518,2010,His name was revealed in the Blue Deep databook.,,
Noriko,Canon,940.0,0937,2019,Her name was revealed in Vivre Card databook.,,
Noriko (Newkama),Live Performance,,,2015,,,Super Kabuki II: One Piece
Norinosuke,Canon,961.0,0961,2019,His name was revealed in the Vivre Card databook.,,
Nosgarl,Canon,558.0,,2009,His name was revealed in the Green databook.,,
Nubon,Canon,711.0,0641,2013,His name was revealed in SBS Volume 73.,,
Nugire Yainu,Canon,37.0,0010,1998,His name was revealed in the Blue databook.,,
Nukky,Filler,,,2008,,382,Spa Island Arc
Nure-Onna,Canon,998.0,1013,2020,Her name was reveled in Chapter 1020.,,
Nuru,Filler,,,2012,,560,Fish-Man Island Arc
Nyanta,Live Performance,,,2012,,,WANTED
Nyasha,Canon,842.0,0806,2016,Its name was revealed in SBS Volume 87.,,
Nyornyo Nyarmani,Canon,,,2024,He first appeared in SBS Volume 110.,,
Nypers,Movie,,,2016,,13,One Piece Film: Gold
Oars,Canon,456.0,0350,2007,,,
Ochanoma Papa,Movie,,,2005,,6,Baron Omatsuri and the Secret Island
Ochinko Poro,Spin-Off,,,2018,,02,Chin Piece
Ochoku,Canon,957.0,0958,2019,Mentioned only character. They were first mentioned by Sengoku in Chapter 957.,,
Octopako,Canon,203.0,0531,2001,,,
Odacchi,Featurette,,,2002,,,Dream Soccer King
Odama,Filler,,,2002,,134,Post-Arabasta Arc
Ohm,Canon,241.0,0155,2002,His name was revealed in Chapter 254.,,
Oide,Canon,909.0,0890,2018,Her name was revealed in Vivre Card.,,
Oimo,Canon,377.0,0265,2005,,,
Oiwa,Canon,960.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Okame,Canon,163.0,0100,2001,Her name was revealed in the Blue databook.,,
Okome,Canon,224.0,0146,2002,His name was revealed in the Blue databook.,,
Olav,Canon,1134.0,,2024,"He is named in Chapter 1144, but only individually identified in Chapter 1147.",,
Oli,Canon,1076.0,1109,2023,Her name was revealed in Chapter 1079.,,
Oliva,Canon,,,2018,He was first introduced in One Piece novel A Volume 2.,,
Olive,Filler,,,2010,,446,Impel Down Arc
Omasa,Canon,952.0,0946,2019,He first appeared as a silhouette in Chapter 940.,,
Omatsuri,Movie,,,2005,,6,Baron Omatsuri and the Secret Island
Omusubi,Game,,,2019,,,One Piece: World Seeker
One-Man,Game,,,2019,,,One Piece: World Seeker
Onigiri,Spin-Off,,,2021,,Bonus 3,One Piece School
Onigumo,Canon,420.0,0302,2006,His name was revealed in the Yellow databook. He was formally introduced in Chapter 542.,,
Onimaru,Canon,936.0,0932,2019,Debuted as a human named Gyukimaru; his real name and appearance was revealed in Chapter 953.,,
Opera,Filler,,,2018,,830,Whole Cake Island Arc
Oran,Canon,391.0,0275,2005,His name was revealed in the Blue Deep databook.,,
Orlumbus,Canon,704.0,0632,2013,,,
Ossamondo,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Otogin,Game,,,2023,,,One Piece Odyssey
Otohime,Canon,621.0,0540,2011,She was first mentioned by Jinbe in Chapter 615.,,
Otsu,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Ottoland,Canon,329.0,0233,2004,His name was revealed in the Vivre Card databook.,,
Outlook III,Canon,586.0,0496,2010,His name was revealed in the Blue Deep databook.,,
Ox,Premier Show,,,2007,,1,One Piece Premier Show 2007
PX-1,Canon,511.0,0403,2008,,,
PX-4,Canon,508.0,0401,2008,Its number was revealed in Chapter 511.,,
PX-5,Canon,599.0,0519,2010,Its number was revealed in Chapter 601,,
PX-7,Canon,599.0,0519,2010,,,
Pachinoa Rozo,Spin-Off,,,2018,,02,Chin Piece
Packy,Canon,96.0,0048,1999,His name was revealed in the Blue databook.,,
Pagaya,Canon,239.0,0154,2002,,,
Page One,Canon,929.0,0923,2018,,,
Palin,Game,,,2023,,,One Piece Odyssey
Palms,Canon,553.0,0470,2009,His name was revealed in the Green databook.,,
Pandaman,Canon,44.0,0016,1998,Joke character. His name was revealed in SBS Volume 6.,,
Pandawomanmi,Canon,517.0,0409,2008,Joke character. Her name was revealed in SBS Volume 55.,,
Pandora,Canon,867.0,0837,2017,,,
Pankuta Dakeyan,Canon,525.0,0422,2008,His name was revealed in Vivre Card.,,
Pansy,Canon,515.0,0409,2008,,,
Panz Fry,Filler,,,2012,,575,Z's Ambition Arc
Papaneel,Canon,621.0,0540,2011,His name was revealed in the Blue Deep databook.,,
Papas,Canon,1039.0,1066,2022,His name was revealed in SBS Volume 102.,,
Pappag,Canon,195.0,0385,2001,He was formally introduced in Chapter 491.,,
Part,Canon,498.0,0392,2008,His name was revealed in SBS Volume 109.,,
Pascia,Canon,501.0,0394,2008,,,
Pasta,Game,,,2001,,,Legend of the Rainbow Island
Pato,Game,,,2014,,,One Piece: Unlimited World Red
Patrick Redfield,Game,,,2014,,,One Piece: Unlimited World Red
Patty,Canon,44.0,0021,1998,,,
Paulie,Canon,323.0,0230,2004,,,
Pavlik,Canon,553.0,0477,2009,His name was revealed in the Green databook.,,
Peachbeard,Canon,904.0,0880,2018,,,
Peanutsmonkey,Movie,,,2022,,15,One Piece Film: Red
Pearl,Canon,54.0,0025,1998,,,
Pedro,Canon,805.0,0754,2015,,,
Peepley Lulu,Canon,323.0,0230,2004,,,
Pekkori,Canon,524.0,0421,2008,His name was revealed in Episode 421 credits.,,
Pekoms,Canon,651.0,0570,2012,,,
Pell,Canon,155.0,0091,2000,His name was revealed in Chapter 167.,,
Pellini,Canon,711.0,0641,2013,His name was revealed in SBS Volume 73.,,
Penguin,Canon,498.0,0392,2008,His name was revealed in SBS Volume 62.,,
Peppoko,Canon,2.0,0001,1997,His name was revealed in the Blue databook.,,
Perona,Canon,443.0,0338,2007,,,
Pesca,Game,,,2001,,,Legend of the Rainbow Island
Peseta,Filler,,,2016,,746,Silver Mine Arc
Pete,Filler,,,2000,,050,Loguetown Arc
Peterman,Canon,499.0,0393,2008,,,
Petermoo,Canon,966.0,0959,2020,His name was revealed in SBS Volume 96.,,
Pica,Canon,700.0,0629,2013,His name was revealed by Wicca in Chapter 722.,,
Pickles,Canon,309.0,0210,2004,,,
Pierre,Canon,237.0,0153,2002,,,
Piiman,Canon,23.0,0009,1998,,,
Piista,Spin-Off,,,2019,,08,Chin Piece
Pijama,Live Performance,,,2013,,,One Piece Pirate Sweeping Operation
Pike,Canon,652.0,0572,2012,He was named in his anime concept art.,,
Pin Joker,Movie,,,2001,,2,Clockwork Island Adventure
Pink Koinu,Spin-Off,,,2019,,07,Chin Piece
Pinky,Canon,8.0,0004,1997,,,
Piper,Canon,1130.0,,2024,,,
Pirate Bear,Color Spread,,,1997,,7,Chapter 7
Pirate Penguin,Color Spread,,,1997,,17,Chapter 17
Pisaro,Canon,72.0,0032,1999,His name was revealed in the Blue databook.,,
Plesiosaur,OVA,,,1998,,1,One Piece - Defeat Him! The Pirate Ganzack
Pluming,Canon,1083.0,1117,2023,,,
Pochi,Filler,,,2011,,493,Post-War Arc
Pocochin Das Ehss,Spin-Off,,,2019,,11,Chin Piece
Pogo,Movie,,,2003,,4,Dead End Adventure
Pokeportes,Filler,,,2001,,055,Warship Island Arc
Poker,Canon,997.0,0982,2020,,,
Pokke,Premier Show,,,2016,,8,One Piece Premier Show 2016
Pokori,Game,,,2002,,,Grand Line Dream Adventure Log
Pomme,Game,,,2019,,,One Piece: World Seeker
Pomp,Canon,1029.0,1054,2021,His name was revealed in SBS Volume 102.,,
Pomsky,Canon,1089.0,1123,2023,His name was revealed in Chapter 1108.,,
Pon,Stage Show,,,2015,,,Bon Kurei Dance Performance Show
Pontanitaire,Stage Show,,,2018,,,Marines Patrol
Popo,Filler,,,2002,,101,Arabasta Arc
Popora,Game,,,2007,,,One Piece: Unlimited Adventure
Poppoko,Canon,2.0,0001,1997,His name was revealed in the Blue databook.,,
Poppy,Game,,,2023,,,One Piece Odyssey
Poppy,Canon,515.0,0409,2008,,,
Porche,Canon,305.0,0207,2004,,,
Porchemy,Canon,583.0,0494,2010,,,
Pork,Movie,,,2016,,13,One Piece Film: Gold
Poro,Canon,14.0,0008,1997,His name was revealed in the Blue databook.,,
Pororoka,Game,,,2023,,,One Piece Odyssey
Portgas D. Ace,Canon,154.0,0091,2000,,,
Portgas D. Rouge,Canon,550.0,0000,2009,,,
Portnoy,Game,,,2023,,,One Piece Odyssey
Potato,Canon,498.0,0392,2008,"His name was revealed in Chapter 1101, and he was properly identified in SBS Volume 109.",,
Potaufeu,Canon,908.0,0889,2018,His name was revealed in the captions of Episode 889.,,
Potsun,Canon,217.0,0130,2002,His name was revealed in the Blue databook.,,
Pound,Canon,831.0,0792,2016,His name was revealed in Chapter 835.,,
Pre,Stage Show,,,2015,,,Zombie Party Fever
Prince Grus,Canon,966.0,1090,2019,His name was revealed in Chapter 1061.,,
Prize,Premier Show,,,2018,,10,One Piece Premier Show 2018
Prodi,Filler,,,2017,,780,Marine Rookie Arc
Prometheus,Canon,827.0,0786,2016,His name was revealed in Chapter 844. He was first identified in Chapter 845.,,
Psycho P,TV Special,,,2016,,11,Heart of Gold
Pudding Pudding,Canon,75.0,0034,1999,,,
Pudos,Canon,924.0,0916,2018,His name was revealed in Vivre Card.,,
Puggy,Live Attraction,,,2017,,3,One Piece Live Attraction: Phantom
Pukau,Filler,,,2003,,139,Ruluka Island Arc
Punch,Game,,,2001,,,Legend of the Rainbow Island
Puppu,Canon,155.0,0092,2000,His name was revealed in the Blue databook.,,
Purin,Movie,,,2012,,12,One Piece Film: Z
Pururu,Canon,1079.0,1112,2023,,,
Puzzle,Filler,,,2007,,326,Ice Hunter Arc
Pythagoras,Canon,1065.0,1095,2022,Its name was first seen on a chart in Chapter 1062.,,
Queen,Canon,925.0,0918,2018,He first appeared as a silhouette in Chapter 920.,,
Queen Mama Chanter,Canon,730.0,0662,2013,Its name was revealed through its model as part of the Grand Ship Collection.,,
Quincy,Canon,1039.0,1066,2022,Her name was revealed in SBS Volume 102.,,
Rabbitman,Canon,916.0,0904,2018,His name was revealed in the credits of Episode 908,,
Rabiyan,Canon,827.0,0786,2016,,,
Raccoon,Canon,,,2018,He was first introduced in One Piece novel A Volume 2.,,
Raccoon (Non-Canon),Game,,,2003,,,Chopper's Big Adventure
Race,Filler,,,2007,,326,Ice Hunter Arc
Raideen,Canon,129.0,0078,2000,His name was revealed in Chapter 866.,,
Raijin,Canon,931.0,0925,2019,His name was revealed in Chapter 933.,,
Rainbow King,Game,,,2001,,,Legend of the Rainbow Island
Rainbow Moray Eel Brothers,Omake,,,2004,,1,Orchestra of the Sea
Raise Max,Movie,,,2016,,13,One Piece Film: Gold
Raizo,Canon,817.0,0768,2016,His name was first mentioned by Kanjuro in Chapter 803.,,
Raki,Canon,249.0,0163,2002,Her name was revealed by Wyper in Chapter 251.,,
Rakuda,Canon,929.0,0922,2019,,,
Rakushitemo Terusubehainaika,Canon,963.0,,2019,His name was revealed in the Vivre Card databook.,,
Rakuyo,Canon,553.0,0461,2009,His name was revealed in SBS Volume 58.,,
Ramba,Canon,551.0,0460,2009,His name was revealed by the Marines in Episode 460.,,
Ramen,Canon,823.0,0777,2016,His name was revealed in the captions of Episode 889.,,
Rampo,Canon,711.0,0641,2013,His name was revealed by Leo in Chapter 733.,,
Ran,Canon,516.0,0410,2008,,,
Randolph,Canon,827.0,0786,2016,His name was revealed by Tony Tony Chopper in Chapter 832.,,
Randolph (Non-Canon),TV special,,,2003,,3,Protect! The Last Great Performance
Rangram,Canon,966.0,,2020,His name was revealed in SBS Volume 96.,,
Raniya,Game,,,2023,,,One Piece Odyssey
Raoul,Filler,,,2000,,048,Loguetown Arc
Rapanui Pasqua,Filler,,,2003,,139,Ruluka Island Arc
Rasa,Filler,,,2002,,097,Arabasta Arc
Ratchet,Movie,,,2006,,7,The Giant Mechanical Soldier of Karakuri Castle
Ratel,Canon,1073.0,1105,2023,,,
Raymon,Game,,,2019,,,One Piece: World Seeker
Rebecca,Canon,704.0,0633,2013,,,
Reck,Canon,1038.0,1065,2022,His name was revealed in SBS Volume 102.,,
Recycle-Wan,Canon,1063.0,1092,2022,,,
Red King,Canon,1078.0,1111,2023,His name was revealed in Chapter 1107.,,
Redwolf,Canon,980.0,0986,2020,His name was revealed in the Vivre Card databook.,,
Reforte,Canon,556.0,,2009,His name was revealed in the Green databook.,,
Regen,Live Performance,,,2022,,,Sanji's Pirates Restaurant
Regis,TV Special,,,2012,,6,Episode of Luffy
Reika,Game,,,2001,,,Set Sail Pirate Crew!
Reiko,Live Performance,,,2015,,,Super Kabuki II: One Piece
Reira,Game,,,2001,,,Legend of the Rainbow Island
Renny,Game,,,2023,,,One Piece Odyssey
Renona Topakka,Canon,963.0,0962,2019,Her name was revealed in the Vivre Card databook.,,
Reple,Movie,,,2016,,13,One Piece Film: Gold
Reuder,Canon,550.0,0459,2009,His name was revealed in the Blue Deep databook.,,
Revina,Game,,,2023,,,One Piece Odyssey
Ricca,Movie,,,2016,,13,One Piece Film: Gold
Rice Rice,Filler,,,2002,,132,Post-Arabasta Arc
Richie,Canon,9.0,0006,1997,His name was revealed by Mohji in Chapter 12.,,
Rick,Movie,,,2005,,6,Baron Omatsuri and the Secret Island
Rika,Canon,3.0,0002,1997,,,
Rikaon,Game,,,2023,,,One Piece Odyssey
Riku Doldo III,Canon,706.0,0636,2013,His real name was revealed in Chapter 726.,,
Riley Brothers,Filler,,,2000,,050,Loguetown Arc
Rimoshifu Killingham,Canon,1140.0,,2025,,,
Rindo,Canon,516.0,0410,2008,Her name was revealed in SBS Volume 54.,,
Rint,Canon,391.0,0275,2005,Her name revealed in Color Walk 4.,,
Rio,Premier Show,,,2012,,4,One Piece Premier Show 2012
Ripley,Canon,1134.0,,2024,She was first mentioned in Chapter 1132.,,
Ripper,Canon,7.0,0003,1997,His name was revealed in the Blue databook.,,
Ririka,Canon,4.0,0002,1997,Her name was revealed in the Blue databook.,,
Risky Brothers,Canon,475.0,0370,2007,,,
Risky Brothers,Canon,451.0,0344,2007,,,
Rita Suerte,Game,,,2023,,,One Piece Odyssey
Rittonto,Filler,,,2005,,219,Long Ring Long Land Arc
Rivers,Canon,223.0,0146,2002,His name was revealed in the Blue databook.,,
Road,Canon,898.0,0836,2017,He was first mentioned by a giant in Chapter 866.,,
Rob Lucci,Canon,323.0,0230,2004,,,
Roba,Movie,,,2006,,7,The Giant Mechanical Soldier of Karakuri Castle
Robson,Canon,135.0,0081,2000,,,
Roche,Canon,391.0,0275,2005,His name revealed in Color Walk 4.,,
Roche,Game,,,2023,,,One Piece Odyssey
Roche Tomson,Canon,536.0,0436,2009,Mentioned only character. Their name was seen on Impel Down level 5 prisoner list.,,
Rock,Canon,665.0,0591,2012,His name was revealed by Chadros Higelyges in Chapter 666.,,
Rocks D. Xebec,Canon,957.0,0958,2019,,,
Rockstar,Canon,234.0,0151,2002,,,
Rocky Hattari,Game,,,2002,,,One Piece: Treasure Battle!
Roddy,Canon,805.0,0754,2015,,,
Rodom Andres Bell,Spin-Off,,,2018,,02,Chin Piece
Roger,Game,,,2019,,,One Piece: World Seeker
Roji,Canon,391.0,0275,2005,,,
Rokai,Game,,,2001,,,Set Sail Pirate Crew!
Rokkaku,Canon,4.0,0002,1997,His name was revealed in the Blue databook.,,
Rokki,Canon,1036.0,1063,2022,,,
Rokuroshi,Filler,,,2005,,215,Long Ring Long Land Arc
Rolling Logan,Canon,706.0,0652,2013,,,
Romy,Movie,,,2022,,15,One Piece Film: Red
Rongo,Filler,,,2003,,139,Ruluka Island Arc
Ronja,Canon,1134.0,,2024,"She is named in Chapter 1143, but only individually identified in Chapter 1147.",,
Ropponmatsu,Game,,,2002,,,One Piece: Treasure Wars
Rorobao Sow,Spin-Off,,,2018,,02,Chin Piece
Roronoa Arashi,Canon,,,2023,He was first mentioned in SBS Volume 105.,,
Roronoa Pinzoro,Canon,,,2023,He was first mentioned in SBS Volume 105.,,
Roronoa Zoro,Spin-Off,,,2018,,02,Chin Piece
Roronoa Zoro,Canon,3.0,0001,1997,He was first mentioned by Alvida in Chapter 2.,,
Rosario,Movie,,,2005,,6,Baron Omatsuri and the Secret Island
Rosario,Movie,,,2008,,9,"Episode of Chopper Plus: Bloom in Winter, Miracle Sakura"
Rose,Game,,,2001,,,Legend of the Rainbow Island
Rose,Game,,,2019,,,One Piece: World Seeker
Roshio,Canon,222.0,0146,2002,,,
Ross,Canon,223.0,0146,2002,His name was revealed in the Blue databook.,,
Rosward,Canon,497.0,0391,2008,,,
Roule,Game,,,2019,,,One Piece: World Seeker
Rowing,Canon,967.0,0959,2020,His name was revealed in SBS Volume 96.,,
Roxanne,Canon,46.0,,1998,,,
Roza,Movie,,,2005,,6,Baron Omatsuri and the Secret Island
Rubis,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Rudd,Novel,,,2019,,2,One Piece novel Law
Rug Bear,Canon,446.0,0341,2007,Its name was revealed in the Blue Deep databook.,,
Ruibe,Spin-Off,,,2021,,2,Shokugeki no Sanji
Run,Canon,679.0,0605,2012,,,
Rush,Canon,558.0,,2009,His name was revealed in the Green databook.,,
Russian,Canon,775.0,0715,2015,,,
Ryu,Filler,,,2000,,055,Warship Island Arc
Ryuboshi,Canon,609.0,0528,2011,,,
Ryudo,Filler,,,2009,,426,Little East Blue Arc
Ryuji,Game,,,2001,,,Set Sail Pirate Crew!
Ryuma,Canon,448.0,0342,2007,His name was revealed by Hogback in Chapter 450.,,
Ryunosuke,Canon,803.0,0752,2015,It was named by the Straw Hats in Chapter 804.,,
S-Bear,Canon,1062.0,1092,2022,His name was revealed in Chapter 1068.,,
S-Hawk,Canon,1059.0,1087,2022,His name was revealed in Chapter 1068.,,
S-Shark,Canon,1065.0,1094,2022,,,
S-Snake,Canon,1059.0,1087,2022,Her name was revealed in Chapter 1068.,,
Saber,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Sabo,Canon,583.0,0494,2010,He was first mentioned by Portgas D. Ace in Chapter 574.,,
Sada,Live-Action Series,,,2023,,1,Romance Dawn
Sadi,Canon,531.0,0432,2009,,,
Saga,Movie,,,2004,,5,The Cursed Holy Sword
Sai,Canon,704.0,0632,2013,,,
Saien,Game,,,2023,,,One Piece Odyssey
Saikangaroo,Filler,,,2000,,018,Syrup Village Arc
Saikoro,Canon,915.0,0901,2018,Its name was revealed in the Vivre Card databook.,,
Saitank,Canon,993.0,1006,2020,His name was revealed in the Vivre Card databook.,,
Sakazuki,Canon,397.0,0278,2006,He was first mentioned by Nico Robin in Chapter 319. His real name was revealed in Chapter 397. Formerly known by his admiral alias Akainu.,,
Saki,Canon,940.0,0937,2019,She was first mentioned by Tonoyasu in Chapter 940. She has only been seen in the anime.,,
Saki,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Salchow,Filler,,,2007,,326,Ice Hunter Arc
Saldeath,Canon,530.0,0431,2009,,,
Salma,Novel,,,2020,,3,One Piece novel HEROINES
Salome,Canon,516.0,0409,2010,Her name was mentioned by Boa Hancock in Chapter 575.,,
Sam,Canon,94.0,0043,1999,Joke character. His name was revealed in SBS Volume 14.,,
Samosa,Canon,908.0,0889,2018,His name was revealed in the captions of Episode 889.,,
Samurai Batts,Canon,117.0,0070,2000,His name was revealed in the Blue databook.,,
Sancrin,Canon,557.0,0456,2009,His name was revealed in the Blue Deep databook.,,
Sandayu,Canon,928.0,0921,2018,His name was revealed in Vivre Card.,,
Sanji,Canon,43.0,0020,1998,,,
Sanjuan Wolf,Canon,575.0,0484,2010,His was first mentioned by Emporio Ivankov in Chapter 538.,,
Sanka,Canon,608.0,0527,2010,,,
Saori,Live Performance,,,2015,,,Super Kabuki II: One Piece
Saphir,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Sapi,Canon,98.0,0051,1999,His name was revealed in the Blue databook.,,
Sarahebi,Canon,919.0,0909,2018,Her name was revealed in SBS Volume 95. She was initially named Rokuro in the credits of Episode 909.,,
Sarai,Canon,964.0,0963,2019,His name was revealed in the Vivre Card databook.,,
Sarbay,Game,,,2023,,,One Piece Odyssey
Sardan,Game,,,2023,,,One Piece Odyssey
Sarfunkel,Canon,620.0,Film: Red,2011,Cover story character.,,
Sargus,Game,,,2023,,,One Piece Odyssey
Sarie Nantokanette,Canon,823.0,0777,2016,,,
Sarquiss,Canon,222.0,0146,2002,His name was revealed in Chapter 223.,,
Saru,Canon,497.0,0391,2008,,,
Sarutobi,Premier Show,,,2021,,,One Piece Premier Show 2021
Sarutobi,Canon,931.0,0925,2019,His name was revealed in SBS Volume 97.,,
Sasaki,Canon,977.0,0982,2020,His name and appearance were revealed in Chapter 978. He appeared shadowed in the anime in Episode 954.,,
Sasoz,Spin-Off,,,2018,,03,Chin Piece
Satchin,Live Performance,,,2015,,,Super Kabuki II: One Piece
Sato Mahiro,Spin-Off,,,2018,,11,One Piece in Love
Satori,Canon,241.0,0155,2002,His name was revealed in Chapter 246.,,
Sauce,Canon,906.0,0884,2018,His name was revealed in Vivre Card.,,
Savarin,Spin-Off,,,2018,,1,Shokugeki no Sanji
Sayo,Filler,,,2008,,382,Spa Island Arc
Sayori,Novel,,,1999,,,One Piece - Defeat Him! The Pirate Ganzack (Novel)
Scales,Canon,647.0,0567,2011,Its name was revealed in Episode 567's credits.,,
Scarlet,Movie,,,2009,,10,One Piece Film: Strong World
Scarlett,Canon,721.0,0650,2013,,,
Schneider,Movie,,,2011,,11,One Piece 3D: Straw Hat Chase
Schollzo,Canon,325.0,0231,2004,His name was revealed in the Yellow databook.,,
Scimitarta,Canon,1122.0,,2000,"He originally appeared in Weekly Shonen Jump 2000 Issue 8, and was canonized in Chapter 1122.",,
Scopper Gaban,Canon,19.0,0000,1997,His name was revealed in the Blue Deep databook.,,
Scorpion,Filler,,,2002,,101,Arabasta Arc
Scorpionlady,Canon,993.0,1006,2020,Her name was revealed in the Vivre Card databook.,,
Scotch,Canon,595.0,0513,2010,His name was revealed in the Blue Deep databook.,,
Scotch,Canon,665.0,0591,2012,His name was revealed by Chadros Higelyges in Chapter 666.,,
Scratchmen Apoo,Canon,498.0,0392,2008,,,
Sea Boar,Canon,191.0,,2001,,,
Seagull Guns Nozdon,Canon,0.0,0000,2009,His full name was revealed in SBS Volume 97.,,
Sealed,Game,,,2007,,,One Piece: Unlimited Adventure
Seamars,Canon,440.0,,2007,Cover story character. His name was revealed in the Blue Deep databook.,,
Sebastian,TV Special,,,2014,,8,3D2Y
Segem,Game,,,2023,,,One Piece Odyssey
Seira,Canon,608.0,0527,2010,Her name was revealed in SBS Volume 65.,,
Seki,Canon,906.0,0884,2018,His name was revealed in the captions of Episode 889.,,
Sekken De Tearai,Spin-Off,,,2018,,01,Chin Piece
Sekken De Tearai Jr.,Spin-Off,,,2019,,11,Chin Piece
Sengoku,Canon,234.0,0151,2002,,,
Sennorikyuru,Canon,1053.0,1080,2022,His name was revealed in SBS Volume 104.,,
Senor Pink,Canon,702.0,0632,2013,,,
Sentimental,Live Performance,,,2017,,,Sanji's Pirates Restaurant
Sentomaru,Canon,497.0,0401,2008,His name was revealed in Chapter 511.,,
Serizawa,Canon,915.0,,2018,His name was revealed in Vivre Card.,,
Seto,Canon,287.0,0187,2003,,,
Shachi,Canon,498.0,0392,2008,His name was revealed in SBS Volume 62.,,
Shaka,Canon,1062.0,1091,2022,,,
Shakuyaku,Canon,498.0,0392,2008,"Also known by her alias, Shakky.",,
Shalria,Canon,497.0,0391,2008,,,
Sham,Canon,31.0,0013,1998,,,
Shanba,Canon,524.0,0419,2008,His name was revealed in the Blue Deep databook.,,
Shandia Chief,Canon,275.0,0168,2003,His name was revealed in Chapter 281.,,
Shanks,Canon,1.0,0003,1997,,,
Sharinguru,Canon,428.0,0310,2006,His name was revealed in the Yellow databook.,,
Sheepshead,Canon,795.0,0739,2015,,,
Sheldon,Game,,,2023,,,One Piece Odyssey
Shelly,Canon,304.0,0207,2004,,,
Shepherd,Filler,,,2004,,199,G-8 Arc
Shepherd Ju Peter,Canon,233.0,0151,2002,His name was revealed in Chapter 1086.,,
Shepherd Sommers,Canon,1140.0,,2025,,,
Shichiseiken,Movie,,,2004,,5,The Cursed Holy Sword
Shidou Masaru,Spin-Off,,,2014,,4,MiraBato Strongest Strategy: MiraBato GO!
Shiki,Canon,0.0,0426,2009,He was first mentioned by Sengoku in Chapter 530.,,
Shikon Kettai,Canon,963.0,,2019,His name was revealed in the Vivre Card databook.,,
Shimizu (Newkama),Live Performance,,,2015,,,Super Kabuki II: One Piece
Shimoi Zappa,Filler,,,2017,,780,Marine Rookie Arc
Shimotsuki Furiko,Canon,,,2023,She was first mentioned in SBS Volume 105.,,
Shimotsuki Koushirou,Canon,5.0,0019,1997,His name was revealed in the Blue databook. His full name was revealed in SBS Volume 105.,,
Shimotsuki Kouzaburou,Canon,1033.0,1060,2021,He was first mentioned by Tenguyama Hitetsu in Chapter 955.,,
Shimotsuki Kuina,Canon,5.0,0002,1997,Her full name was revealed in SBS Volume 105.,,
Shimotsuki Ryuma,Canon,1023.0,1046,1994,He first appeared in Monsters. His full name was revealed in the Vivre Card databook.,,
Shimotsuki Ushimaru,Canon,953.0,0954,2019,,,
Shimotsuki Yasuie,Canon,929.0,0916,2019,His real name was revealed in Chapter 941 by Kanjuro.,,
Shin Detamaruka,Canon,785.0,0727,2015,Her name was revealed in SBS Volume 81.,,
Shin Jaiya,Canon,785.0,0727,2015,Her name was revealed in SBS Volume 81.,,
Shine,Canon,214.0,0128,2002,His name was revealed in the Blue databook.,,
Shinobu,Canon,921.0,0911,2018,,,
Shinosuke,Canon,955.0,0956,2019,His name was revealed in SBS Volume 100.,,
Shinpachi,Filler,,,2004,,196,G-8 Arc
Shion,Canon,515.0,0409,2008,Mentioned only character. Her name was seen on an arena battle board on Amazon Lily.,,
Shioyaki,Canon,75.0,0033,1999,His name was revealed in the Blue databook.,,
Shirahoshi,Canon,612.0,0531,2011,,,
Shiratori Tomoki,Spin-Off,,,2014,,1,MiraBato Strongest Strategy: MiraBato GO!
Shiro,Game,,,2019,,,One Piece: World Seeker
Shironyan,Game,,,2023,,,One Piece Odyssey
Shirotsu,Premier Show,,,2022,,,One Piece Premier Show 2022
Shiryu,Canon,538.0,0440,2009,He was formally introduced in Chapter 542.,,
Shishilian,Canon,808.0,0758,2015,,,
Sho,Filler,,,2007,,318,Water 7 Arc
Shopan,Filler,,,2007,,336,Chopper Man
Shoujou,Canon,226.0,0147,2002,,,
Shu,Canon,426.0,0309,2006,His name was revealed in the Yellow databook.,,
Shupeal,Romance Dawn,,,1996,,2,"Romance Dawn, Version 2"
Shura,Canon,241.0,0155,2002,His name was revealed in Chapter 248.,,
Shuraiya Bascùd,Movie,,,2003,,4,Dead End Adventure
Shushibaruba,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Shutai,Filler,,,2000,,051,Loguetown Arc
